date,sample_no,mov_name,Freq_Hz
2018-05-11,0.0,2017-12-18 13.58.36.mov,28.666666666666664
2018-05-11,1.0,2017-12-18 14.13.49.mov,27.666666666666664
2018-05-11,2.0,2017-12-18 14.30.38.mov,27.0
2018-05-11,3.0,2017-12-18 15.27.56.mov,8.0
